schm_code_t,Schm_code,Schm_Desc (Product)
PDSC89,FD064,UTKRISTA FIXED KHATA REMITTANCE
PDSC1187,FD306,UTKRISTA REMITTANCE FIXED KHATA - PRIDE
PDSC1199,FD056,UTKRISTA FIXED KHATA PRIDE
PDSC924,FD058,UTKRISTA FIXED KHATA PARTNER 10YEARS
PDSC827,FD062,UTKRISTA FIXED KHATA PRIDE MONTHLY
PDSC909,FD063,UTKRISTA FIXED KHATA PARTNER MONTHLY
PDSC216,FD313,UTKRISTA KHAJURA GAUNPALIKA FIXED KHATA - PARTNER
PDSC786,FD320,UTKRISTA GARUDA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1561,FD323,UTKRISTA GAIDAHAWA GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC612,FD329,UTKRISTA GAURIGUNJ GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC992,FD341,UTKRISTA CHHIPAHARMAI GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1152,FD304,UTKRISTA BAIJANATH GAUNPALIKA FIXED KHATA - PARTNER
PDSC947,FD310,UTKRISTA JANAKI GAUNPALIKA FIXED KHATA - PARTNER
PDSC677,FD344,UTKRISTA JAGARNATHPUR GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1570,FD350,UTKRISTA KAMALA MUSAGARMATHAIPALITY FIXED KHATA - AMBASSADOR
PDSC418,FD311,UTKRISTA KHAJURA GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC1049,FD314,UTKRISTA BALEFI GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC392,FD326,UTKRISTA GAURADAHA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1627,FD332,UTKRISTA TOKHA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC537,FD353,UTKRISTA BARABARDIYA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC106,FD303,UTKRISTA BAIJANATH GAUNPALIKA FIXED KHATA - PRIDE
PDSC993,FD309,UTKRISTA JANAKI GAUNPALIKA FIXED KHATA - PRIDE
PDSC1466,FD312,UTKRISTA KHAJURA GAUNPALIKA FIXED KHATA - PRIDE
PDSC1135,FD317,UTKRISTA DEVDAHA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1008,FD335,UTKRISTA GODAWARI NAGARPALIKA - KAILALI FIXED KHATA - AMBASSADOR
PDSC57,FD338,UTKRISTA GAURIGANGA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1299,FD347,UTKRISTA JEERABHAWANI GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC1109,FD356,UTKRISTA JOSHIPUR GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC1382,FD359,UTKRISTA JHAPA GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1531,FD316,UTKRISTA BALEFI GAUPALIKA FIXED KHATA - PARTNER
PDSC570,FD362,UTKRISTA RAMDHUNI NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1212,FD365,UTKRISTA BIDEHA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1174,FD322,UTKRISTA GARUDA NAGARPALIKA FIXED KHATA - PARTNER
PDSC200,FD308,UTKRISTA JANAKI GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC1643,FD319,UTKRISTA DEVDAHA NAGARPALIKA FIXED KHATA - PARTNER
PDSC1067,FD368,UTKRISTA MAHALAXMI NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC761,FD361,UTKRISTA JHAPA GAUPALIKA FIXED KHATA - PARTNER
PDSC1078,FD364,UTKRISTA RAMDHUNI NAGARPALIKA FIXED KHATA - PARTNER
PDSC1289,FD381,UTKRISTA SHUKLAGANDAKI NAGARPALIKA FIXED KHATA PRIDE
PDSC182,FD455,UTKRISTA TILOTTAMA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC187,FD373,UTKRISTA TIRAHUT GAUPALIKA FIXED KHATA - PARTNER
PDSC356,FD390,UTKRISTA ROHINI GAUPALIKA FIXED KHATA PRIDE
PDSC414,FD021,UTKRISTA HYBRID FD SWEEP KHATA -20000
PDSC1351,FD315,UTKRISTA BALEFI GAUPALIKA FIXED KHATA PRIDE
PDSC1233,FD325,UTKRISTA GAIDAHAWA GAUPALIKA FIXED KHATA - PARTNER
PDSC1649,FD328,UTKRISTA GAURADAHA NAGARPALIKA FIXED KHATA - PARTNER
PDSC282,FD331,UTKRISTA GAURIGUNJ GAUNPALIKA FIXED KHATA - PARTNER
PDSC327,FD023,UTKRISTA HYBRID FD SWEEP KHATA -100000
PDSC440,FD491,UTKRISTA LOHARPATTI MUSAGARMATHAIPALITY FIXED KHATA - AMBASSADOR
PDSC981,FD454,UTKRISTA THAKURBABA NAGARPALIKA FIXED KHATA - PARTNER
PDSC516,FD392,UTKRISTA DHANUSADHAM NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC506,FD340,UTKRISTA GAURIGANGA NAGARPALIKA FIXED KHATA - PARTNER
PDSC281,FD404,UTKRISTA GRAMTHAN GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC227,FD321,UTKRISTA GARUDA NAGARPALIKA FIXED KHATA PRIDE
PDSC1741,FD405,UTKRISTA GRAMTHAN GAUPALIKA FIXED KHATA PRIDE
PDSC738,FD409,UTKRISTA BUDHIGANGA GAUPALIKA FIXED KHATA - PARTNER
PDSC1734,FD414,UTKRISTA BARDAGHAT NAGARPALIKA FIXED KHATA PRIDE
PDSC215,FD527,UTKRISTA SIYARI GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC1522,FD533,UTKRISTA CHANDRAGIRI MUSAGARMATHAIPALITY FIXED KHATA - AMBASSADOR
PDSC580,FD426,UTKRISTA BEDKOT NAGARPALIKA FIXED KHATA PRIDE
PDSC483,FD413,UTKRISTA BARDAGHAT NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC27,FD330,UTKRISTA GAURIGUNJ GAUNPALIKA FIXED KHATA PRIDE
PDSC270,FD434,UTKRISTA KACHANKAWAL GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC10,FD352,UTKRISTA KAMALA MUSAGARMATHAIPALITY FIXED KHATA - PARTNER
PDSC891,FD378,UTKRISTA NALGAD NAGARPALIKA FIXED KHATA PRIDE
PDSC689,FD452,UTKRISTA THAKURBABA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC575,FD530,UTKRISTA HARIPURWA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1758,FD424,UTKRISTA BUDDHASHANTI GAUPALIKA FIXED KHATA - PARTNER
PDSC1198,FD366,UTKRISTA BIDEHA NAGARPALIKA FIXED KHATA PRIDE
PDSC1232,FD387,UTKRISTA DEVCHULI NAGARPALIKA FIXED KHATA PRIDE
PDSC662,FD379,UTKRISTA NALGAD NAGARPALIKA FIXED KHATA - PARTNER
PDSC978,FD473,UTKRISTA KANEPOKHARI GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC368,FD562,UTKRISTA MAHAGADHIMAI NAGARPALIKA FIXED KHATA - PARTNER
PDSC1427,FD567,UTKRISTA 10X REMITTANCE FIXED YOJANA
PDSC1357,FD429,UTKRISTA RAMPRASADRAI GAUPALIKA FIXED KHATA PRIDE
PDSC1678,FD545,UTKRISTA PAKHRIBAS NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1639,FD427,UTKRISTA BEDKOT NAGARPALIKA FIXED KHATA - PARTNER
PDSC742,FD432,UTKRISTA BAUDHIMAI NAGARPALIKA FIXED KHATA PRIDE
PDSC955,FD554,UTKRISTA AADHIKHOLA GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC962,FD435,UTKRISTA KACHANKAWAL GAUPALIKA FIXED KHATA PRIDE
PDSC544,FD901,UTKRISTA 10X FIXED YOJANA INDIVIDUAL C
PDSC1712,FD532,UTKRISTA HARIPURWA NAGARPALIKA FIXED KHATA - PARTNER
PDSC529,FD535,UTKRISTA CHANDRAGIRI MUSAGARMATHAIPALITY FIXED KHATA - PARTNER
PDSC14,FD486,UTKRISTA GADHAWA GAUPALIKA FIXED KHATA PRIDE
PDSC687,FD293,UTKRISTA KATAHARIYA NAGARPALIKA FIXED KHATA PRIDE
PDSC1151,FD383,UTKRISTA DUHABI NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1723,FD336,UTKRISTA GODAWARI NAGARPALIKA - KAILALI FIXED KHATA PRIDE
PDSC1476,FD445,UTKRISTA BHIMPHEDI GAUPALIKA FIXED KHATA - PARTNER
PDSC1648,FD450,UTKRISTA SUNWAL NAGARPALIKA FIXED KHATA PRIDE
PDSC1079,FD399,UTKRISTA ANNAPURNA GAUPALIKA FIXED KHATA PRIDE
PDSC595,FD394,UTKRISTA DHANUSADHAM NAGARPALIKA FIXED KHATA - PARTNER
PDSC1298,FD299,UTKRISTA ARJUNDHARA MUNCIPALITY FIXED KHATA PRIDE
PDSC1507,FD510,UTKRISTA SABAILA NAGARPALIKA FIXED KHATA PRIDE
PDSC1553,FD511,UTKRISTA SABAILA NAGARPALIKA FIXED KHATA - PARTNER
PDSC1835,FD438,UTKRISTA BARDAGORIYA GAUNPALIKA FIXED KHATA PRIDE
PDSC1803,FD441,UTKRISTA BHAGWANPUR GAUPALIKA FIXED KHATA PRIDE
PDSC243,FD439,UTKRISTA BARDAGORIYA GAUNPALIKA FIXED KHATA - PARTNER
PDSC601,FD444,UTKRISTA BHIMPHEDI GAUPALIKA FIXED KHATA PRIDE
PDSC1136,FD442,UTKRISTA BHAGWANPUR GAUPALIKA FIXED KHATA - PARTNER
PDSC1098,FD448,UTKRISTA BHIMAD NAGARPALIKA FIXED KHATA - PARTNER
PDSC1409,FD348,UTKRISTA JEERABHAWANI GAUNPALIKA FIXED KHATA PRIDE
PDSC1014,FD416,UTKRISTA BALARA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC446,FD357,UTKRISTA JOSHIPUR GAUNPALIKA FIXED KHATA PRIDE
PDSC1540,FD417,UTKRISTA BALARA NAGARPALIKA FIXED KHATA PRIDE
PDSC09,FD531,UTKRISTA HARIPURWA NAGARPALIKA FIXED KHATA PRIDE
PDSC1019,FD540,UTKRISTA BAGMATI NAGARPALIKA FIXED KHATA PRIDE
PDSC582,FD546,UTKRISTA PAKHRIBAS NAGARPALIKA FIXED KHATA PRIDE
PDSC1273,FD351,UTKRISTA KAMALA MUSAGARMATHAIPALITY FIXED KHATA PRIDE
PDSC1563,FD461,UTKRISTA MAHADEWA GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC129,FD470,UTKRISTA MIRCHAIYA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC344,FD482,UTKRISTA DHOBINI GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1596,FD456,UTKRISTA TILOTTAMA NAGARPALIKA FIXED KHATA PRIDE
PDSC1328,FD902,UTKRISTA 10X FIXED YOJANA 10X- INSTITUTIONAL C
PDSC1436,FD355,UTKRISTA BARABARDIYA NAGARPALIKA FIXED KHATA - PARTNER
PDSC1164,FD440,UTKRISTA BHAGWANPUR GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1284,FD443,UTKRISTA BHIMPHEDI GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC908,FD449,UTKRISTA SUNWAL NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC190,FD464,UTKRISTA MAHARAJGUNJ NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC41,FD376,UTKRISTA KAGESHWORI MANOHARA NAGARPALIKA FIXED KHATA - PARTNER
PDSC727,FD477,UTKRISTA RAPTI NAGARPALIKA FIXED KHATA PRIDE
PDSC1245,FD481,UTKRISTA RIBDIKOT GAUPALIKA FIXED KHATA - PARTNER
PDSC562,FD490,UTKRISTA RAJPUR GAUNPALIKA FIXED KHATA - PARTNER
PDSC1161,FD494,UTKRISTA BARJU GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1398,FD406,UTKRISTA GRAMTHAN GAUPALIKA FIXED KHATA - PARTNER
PDSC310,FD529,UTKRISTA SIYARI GAUNPALIKA FIXED KHATA - PARTNER
PDSC1285,FD467,UTKRISTA KANCHAN GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC179,FD393,UTKRISTA DHANUSADHAM NAGARPALIKA FIXED KHATA PRIDE
PDSC1595,FD476,UTKRISTA RAPTI NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC222,FD396,UTKRISTA DUDUWA GAUNPALIKA FIXED KHATA PRIDE
PDSC1034,FD536,UTKRISTA HARIPUR NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1384,FD513,UTKRISTA SAMSI GAUPALIKA FIXED KHATA PRIDE
PDSC1385,FD550,UTKRISTA KATHMANDU MAHANAGARPALIKA FIXED KHATA - PARTNER
PDSC1345,FD556,UTKRISTA AADHIKHOLA GAUPALIKA FIXED KHATA - PARTNER
PDSC518,FD553,UTKRISTA KABILASI NAGARPALIKA FIXED KHATA - PARTNER
PDSC169,FD537,UTKRISTA HARIPUR NAGARPALIKA FIXED KHATA PRIDE
PDSC868,FD334,UTKRISTA TOKHA NAGARPALIKA FIXED KHATA - PARTNER
PDSC447,FD389,UTKRISTA ROHINI GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1780,FD398,UTKRISTA ANNAPURNA GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1746,FD401,UTKRISTA DEWANGUNJ GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1242,FD559,UTKRISTA NARAHA GAUPALIKA FIXED KHATA - PARTNER
PDSC1753,FD543,UTKRISTA KAILARI GAUNPALIKA FIXED KHATA PRIDE
PDSC711,FD903,UTKRISTA 10X FIXED YOJANA 10X-REMITTANCE C
PDSC298,FD451,UTKRISTA SUNWAL NAGARPALIKA FIXED KHATA - PARTNER
PDSC01,FD457,UTKRISTA TILOTTAMA NAGARPALIKA FIXED KHATA - PARTNER
PDSC1327,FD564,UTKRISTA PANCHAKANYA GAUPALIKA FIXED KHATA PRIDE
PDSC1371,FD568,UTKRISTA REMITTANCE FIXED KHATA -GENERAL
PDSC995,FD569,UTKRISTA FIXED KHATA-GENERAL
PDSC1076,FD360,UTKRISTA JHAPA GAUPALIKA FIXED KHATA PRIDE
PDSC329,FD428,UTKRISTA RAMPRASADRAI GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC507,FD358,UTKRISTA JOSHIPUR GAUNPALIKA FIXED KHATA - PARTNER
PDSC220,FD370,UTKRISTA MAHALAXMI NAGARPALIKA FIXED KHATA - PARTNER
PDSC1686,FD385,UTKRISTA DUHABI NAGARPALIKA FIXED KHATA - PARTNER
PDSC1514,FD400,UTKRISTA ANNAPURNA GAUPALIKA FIXED KHATA - PARTNER
PDSC757,FD022,UTKRISTA HYBRID FD SWEEP KHATA- 50000
PDSC122,FD521,UTKRISTA GUJARA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1478,FD412,UTKRISTA BANDIPUR GAUNPALIKA FIXED KHATA - PARTNER
PDSC853,FD524,UTKRISTA SURYABINAYAK NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC395,FD423,UTKRISTA BUDDHASHANTI GAUPALIKA FIXED KHATA PRIDE
PDSC1236,FD489,UTKRISTA RAJPUR GAUNPALIKA FIXED KHATA PRIDE
PDSC1529,FD549,UTKRISTA KATHMANDU MAHANAGARPALIKA FIXED KHATA PRIDE
PDSC741,FD552,UTKRISTA KABILASI NAGARPALIKA FIXED KHATA PRIDE
PDSC707,FD555,UTKRISTA AADHIKHOLA GAUPALIKA FIXED KHATA PRIDE
PDSC152,FD422,UTKRISTA BUDDHASHANTI GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC539,FD425,UTKRISTA BEDKOT NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC547,FD369,UTKRISTA MAHALAXMI NAGARPALIKA FIXED KHATA PRIDE
PDSC50,FD367,UTKRISTA BIDEHA NAGARPALIKA FIXED KHATA - PARTNER
PDSC133,FD345,UTKRISTA JAGARNATHPUR GAUPALIKA FIXED KHATA PRIDE
PDSC56,FD436,UTKRISTA KACHANKAWAL GAUPALIKA FIXED KHATA - PARTNER
PDSC1293,FD469,UTKRISTA KANCHAN GAUPALIKA FIXED KHATA - PARTNER
PDSC1047,FD548,UTKRISTA KATHMANDU MAHANAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1869,FD430,UTKRISTA RAMPRASADRAI GAUPALIKA FIXED KHATA - PARTNER
PDSC260,FD500,UTKRISTA KATAHARIYA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1635,FD447,UTKRISTA BHIMAD NAGARPALIKA FIXED KHATA PRIDE
PDSC1373,FD509,UTKRISTA SABAILA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC497,FD453,UTKRISTA THAKURBABA NAGARPALIKA FIXED KHATA PRIDE
PDSC1243,FD337,UTKRISTA GODAWARI NAGARPALIKA - KAILALI FIXED KHATA - PARTNER
PDSC1294,FD407,UTKRISTA BUDHIGANGA GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1269,FD324,UTKRISTA GAIDAHAWA GAUPALIKA FIXED KHATA PRIDE
PDSC1023,FD410,UTKRISTA BANDIPUR GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC1487,FD346,UTKRISTA JAGARNATHPUR GAUPALIKA FIXED KHATA - PARTNER
PDSC1447,FD487,UTKRISTA GADHAWA GAUPALIKA FIXED KHATA - PARTNER
PDSC350,FD498,UTKRISTA KERABARI GAUPALIKA FIXED KHATA PRIDE
PDSC1422,FD493,UTKRISTA LOHARPATTI MUSAGARMATHAIPALITY FIXED KHATA - PARTNER
PDSC468,FD496,UTKRISTA BARJU GAUPALIKA FIXED KHATA - PARTNER
PDSC1419,FD460,UTKRISTA CHAKRAGHATTA GAUNPALIKA FIXED KHATA - PARTNER
PDSC1861,FD463,UTKRISTA MAHADEWA GAUPALIKA FIXED KHATA - PARTNER
PDSC1718,FD478,UTKRISTA RAPTI NAGARPALIKA FIXED KHATA - PARTNER
PDSC1862,FD492,UTKRISTA LOHARPATTI MUSAGARMATHAIPALITY FIXED KHATA PRIDE
PDSC1789,FD294,UTKRISTA KATAHARIYA NAGARPALIKA FIXED KHATA - PARTNER
PDSC1394,FD296,UTKRISTA BIRTAMOD NAGARPALIKA FIXED KHATA PRIDE
PDSC1693,FD525,UTKRISTA SURYABINAYAK NAGARPALIKA FIXED KHATA PRIDE
PDSC807,FD458,UTKRISTA CHAKRAGHATTA GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC714,FD495,UTKRISTA BARJU GAUPALIKA FIXED KHATA PRIDE
PDSC722,FD514,UTKRISTA SAMSI GAUPALIKA FIXED KHATA - PARTNER
PDSC752,FD526,UTKRISTA SURYABINAYAK NAGARPALIKA FIXED KHATA - PARTNER
PDSC145,FD402,UTKRISTA DEWANGUNJ GAUPALIKA FIXED KHATA PRIDE
PDSC67,FD397,UTKRISTA DUDUWA GAUNPALIKA FIXED KHATA - PARTNER
PDSC813,FD512,UTKRISTA SAMSI GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1192,FD408,UTKRISTA BUDHIGANGA GAUPALIKA FIXED KHATA PRIDE
PDSC1795,FD403,UTKRISTA DEWANGUNJ GAUPALIKA FIXED KHATA - PARTNER
PDSC510,FD474,UTKRISTA KANEPOKHARI GAUPALIKA FIXED KHATA PRIDE
PDSC832,FD499,UTKRISTA KERABARI GAUPALIKA FIXED KHATA - PARTNER
PDSC333,FD519,UTKRISTA TARAKESHWOR NAGARPALIKA FIXED KHATA PRIDE
PDSC107,FD538,UTKRISTA HARIPUR NAGARPALIKA FIXED KHATA - PARTNER
PDSC1141,FD415,UTKRISTA BARDAGHAT NAGARPALIKA FIXED KHATA - PARTNER
PDSC904,FD418,UTKRISTA BALARA NAGARPALIKA FIXED KHATA - PARTNER
PDSC1165,FD558,UTKRISTA NARAHA GAUPALIKA FIXED KHATA - PRIDE
PDSC1605,FD395,UTKRISTA DUDUWA GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC1837,FD523,UTKRISTA GUJARA NAGARPALIKA FIXED KHATA - PARTNER
PDSC1395,FD522,UTKRISTA GUJARA NAGARPALIKA FIXED KHATA PRIDE
PDSC690,FD528,UTKRISTA SIYARI GAUNPALIKA FIXED KHATA PRIDE
PDSC163,FD541,UTKRISTA BAGMATI NAGARPALIKA FIXED KHATA - PARTNER
PDSC872,FD544,UTKRISTA KAILARI GAUNPALIKA FIXED KHATA - PARTNER
PDSC396,FD560,UTKRISTA MAHAGADHIMAI NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC920,FD363,UTKRISTA RAMDHUNI NAGARPALIKA FIXED KHATA PRIDE
PDSC136,FD431,UTKRISTA BAUDHIMAI NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1183,FD437,UTKRISTA BARDAGORIYA GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC778,FD372,UTKRISTA TIRAHUT GAUPALIKA FIXED KHATA PRIDE
PDSC32,FD459,UTKRISTA CHAKRAGHATTA GAUNPALIKA FIXED KHATA PRIDE
PDSC1180,FD468,UTKRISTA KANCHAN GAUPALIKA FIXED KHATA PRIDE
PDSC379,FD471,UTKRISTA MIRCHAIYA NAGARPALIKA FIXED KHATA PRIDE
PDSC637,FD472,UTKRISTA MIRCHAIYA NAGARPALIKA FIXED KHATA - PARTNER
PDSC495,FD475,UTKRISTA KANEPOKHARI GAUPALIKA FIXED KHATA - PARTNER
PDSC1444,FD375,UTKRISTA KAGESHWORI MANOHARA NAGARPALIKA FIXED KHATA PRIDE
PDSC1342,FD446,UTKRISTA BHIMAD NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC854,FD377,UTKRISTA NALGAD NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC838,FD386,UTKRISTA DEVCHULI NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1393,FD339,UTKRISTA GAURIGANGA NAGARPALIKA FIXED KHATA PRIDE
PDSC1699,FD342,UTKRISTA CHHIPAHARMAI GAUPALIKA FIXED KHATA PRIDE
PDSC1661,FD479,UTKRISTA RIBDIKOT GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1193,FD563,UTKRISTA PANCHAKANYA GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1826,FD565,UTKRISTA PANCHAKANYA GAUPALIKA FIXED KHATA - PARTNER
PDSC1163,FD566,UTKRISTA REMITTANCE FIXED KHATA -BELOW 5 LAKH
PDSC847,FD382,UTKRISTA SHUKLAGANDAKI NAGARPALIKA FIXED KHATA - PARTNER
PDSC299,FD388,UTKRISTA DEVCHULI NAGARPALIKA FIXED KHATA - PARTNER
PDSC256,FD485,UTKRISTA GADHAWA GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC180,FD391,UTKRISTA ROHINI GAUPALIKA FIXED KHATA - PARTNER
PDSC07,FD488,UTKRISTA RAJPUR GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC1724,FD497,UTKRISTA KERABARI GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1256,FD515,UTKRISTA GODAWARI NAGARPALIKA - LALITPUR FIXED KHATA - AMBASSADOR
PDSC103,FD318,UTKRISTA DEVDAHA NAGARPALIKA FIXED KHATA PRIDE
PDSC1029,FD343,UTKRISTA CHHIPAHARMAI GAUPALIKA FIXED KHATA - PARTNER
PDSC1674,FD099,UTKRISTA FIXED KHATA FD SWEEP
PDSC1154,FD411,UTKRISTA BANDIPUR GAUNPALIKA FIXED KHATA PRIDE
PDSC1251,FD421,UTKRISTA BANSGADHI MUSAGARMATHAIPAITY FIXED KHATA - PARTNER
PDSC225,FD539,UTKRISTA BAGMATI NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1525,FD542,UTKRISTA KAILARI GAUNPALIKA FIXED KHATA - AMBASSADOR
PDSC998,FD551,UTKRISTA KABILASI NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC88,FD371,UTKRISTA TIRAHUT GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC1073,FD374,UTKRISTA KAGESHWORI MANOHARA NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC959,FD380,UTKRISTA SHUKLAGANDAKI NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1390,FD020,UTKRISTA HYBRID FD SWEEP KHATA- 10000
PDSC1319,FD433,UTKRISTA BAUDHIMAI NAGARPALIKA FIXED KHATA - PARTNER
PDSC1337,FD295,UTKRISTA BIRTAMOD NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC886,FD298,UTKRISTA ARJUNDHARA MUNCIPALITY FIXED KHATA - AMBASSADOR
PDSC11,FD349,UTKRISTA JEERABHAWANI GAUNPALIKA FIXED KHATA - PARTNER
PDSC1762,FD327,UTKRISTA GAURADAHA NAGARPALIKA FIXED KHATA PRIDE
PDSC1621,FD001,UTKRISTA FIXED KHATA-FD SWEEP
PDSC1159,FD462,UTKRISTA MAHADEWA GAUPALIKA FIXED KHATA PRIDE
PDSC1160,FD465,UTKRISTA MAHARAJGUNJ NAGARPALIKA FIXED KHATA PRIDE
PDSC1052,FD466,UTKRISTA MAHARAJGUNJ NAGARPALIKA FIXED KHATA - PARTNER
PDSC1523,FD384,UTKRISTA DUHABI NAGARPALIKA FIXED KHATA PRIDE
PDSC397,FD518,UTKRISTA TARAKESHWOR NAGARPALIKA FIXED KHATA - AMBASSADOR
PDSC1428,FD420,UTKRISTA BANSGADHI MUSAGARMATHAIPAITY FIXED KHATA PRIDE
PDSC1099,FD547,UTKRISTA PAKHRIBAS NAGARPALIKA FIXED KHATA - PARTNER
PDSC1571,FD534,UTKRISTA CHANDRAGIRI MUSAGARMATHAIPALITY FIXED KHATA PRIDE
PDSC753,FD557,UTKRISTA NARAHA GAUPALIKA FIXED KHATA - AMBASSADOR
PDSC25,FD480,UTKRISTA RIBDIKOT GAUPALIKA FIXED KHATA PRIDE
PDSC1644,FD483,UTKRISTA DHOBINI GAUPALIKA FIXED KHATA PRIDE
PDSC238,FD484,UTKRISTA DHOBINI GAUPALIKA FIXED KHATA - PARTNER
PDSC748,FD297,UTKRISTA BIRTAMOD NAGARPALIKA FIXED KHATA - PARTNER
PDSC623,FD300,UTKRISTA ARJUNDHARA MUNCIPALITY FIXED KHATA - PARTNER
PDSC864,FD333,UTKRISTA TOKHA NAGARPALIKA FIXED KHATA PRIDE
PDSC302,FD419,UTKRISTA BANSGADHI MUSAGARMATHAIPAITY FIXED KHATA - AMBASSADOR
PDSC1028,FD354,UTKRISTA BARABARDIYA NAGARPALIKA FIXED KHATA PRIDE
PDSC1547,FD561,UTKRISTA MAHAGADHIMAI NAGARPALIKA FIXED KHATA - PRIDE
PDSC1222,FD516,UTKRISTA GODAWARI NAGARPALIKA  LALITPUR FIXED KHATA PRIDE
PDSC1118,FD517,UTKRISTA GODAWARI NAGARPALIKA - LALITPUR FIXED KHATA - PARTNER
PDSC994,FD520,UTKRISTA TARAKESHWOR NAGARPALIKA FIXED KHATA - PARTNER
PDSC698,FD012,FD INDIVIDUAL-PMS
PDSC826,FD570,FD INDIVIDUAL MONTHLY-15 YEARS
PDSC158,FD006,FD INDIVIDUAL QTR
PDSC775,FD571,FD INSTITUTION- 15 YEARS
PDSC1432,FD007,NRN FIXED DEPOSIT FCY
PDSC1081,FD221,UTKRISTA INSTITUTIONAL FD (MONTHLY OPERATINVE POSTING)
PDSC1153,FD050,DOUBLE DEPOSIT PRODUCT-INDIVIDUAL
PDSC154,FD051,DOUBLE DEPOSIT PRODUCT-INSTITUTION
PDSC272,FD097,10X REMITTANCE FD MONTHLY OPERATIVE POSTING
